"reportedTimestamp","eventDate","eventTime","shape","duration","witnesses","weather","firstName","lastName","latitude","longitude","sighting","physicalEvidence","contact","researchOutcome"
"2007-07-29T01:32:20.476Z","2007-07-27","18:50","disk",99,1,"stormy","Mariam","Thompson","37.7750000",-122.4183333,"Y","N","N","explained"
"2017-10-10T19:58:10.517Z","2017-10-04","11:17","circle",91,1,"partly cloudy","Francisca","Wiza","39.9777778",-85.6147222,"Y","N","N","explained"
"2016-11-17T12:50:28.049Z","2016-11-10","21:54","light",51,1,"rain","Wyman","Witting","33.9022222",-118.0808333,"Y","N","N","unexplained"
"1984-01-12T16:08:20.410Z","1984-01-11","01:16","circle",13,1,"clear","Heloise","Kshlerin","38.2325000",-122.6355556,"Y","N","N","explained"
"2007-12-21T09:14:52.164Z","2007-12-21","02:56","circle",34,1,"stormy","Lori","Olson","-38.662334",178.017649,"Y","N","N","explained"
"1975-12-16T05:56:55.253Z","1975-12-15","10:08","circle",20,1,"snow","Jordyn","Romaguera","41.9994444",-88.145,"Y","N","N","explained"
"2010-03-09T17:55:56.336Z","2010-03-08","09:47","disk",86,1,"clear","Gail","Kirlin","28.6986111",-81.3083333,"Y","N","N","explained"
"1983-07-21T10:45:00.517Z","1983-07-13","23:25","disk",37,1,"snow","Vanessa","Feeney","27.8961111",-81.8433333,"Y","N","N","explained"
"1987-10-16T00:50:36.762Z","1987-10-15","21:19","square",49,1,"stormy","Ayla","DuBuque","42.6375000",-70.95,"Y","N","N","unexplained"
"1994-07-06T10:02:20.926Z","1994-07-02","00:48","disk",83,1,"clear","Aniyah","White","43.9627778",-70.2830556,"Y","N","N","explained"
"1981-09-27T23:01:54.269Z","1981-09-26","06:13","square",66,1,"partly cloudy","Erik","Larkin","45.5236111",-122.675,"Y","N","N","unexplained"
"1984-01-13T09:08:57.999Z","1984-01-12","20:50","disk",73,1,"stormy","Jaden","Frami","46.7163889",-122.9530556,"Y","Y","N","explained"
"2006-10-14T17:40:05.830Z","2006-10-08","20:33","disk",57,1,"clear","Xander","Hansen","37.9736111",-122.53,"Y","N","N","explained"
"1992-08-31T15:32:39.662Z","1992-08-31","15:01","disk",73,1,"snow","Kennedy","Kozey","30.3319444",-81.6558333,"Y","N","N","explained"
"1997-10-06T11:52:15.467Z","1997-10-02","19:00","box",10,1,"rain","Katrine","Kunde","40.2736111",-76.8847222,"Y","N","N","explained"
"1971-11-16T00:15:17.401Z","1971-11-14","05:22","circle",55,1,"stormy","Beth","Price","33.5016667",-117.6616667,"Y","N","N","explained"
"1993-09-10T04:22:56.273Z","1993-09-09","16:02","square",78,1,"clear","Hailey","Kilback","36.7794444",-85.4519444,"Y","N","N","unexplained"
"2010-05-10T19:06:01.549Z","2010-05-10","16:50","light",29,1,"rain","Major","Fisher","35.1405556",-85.2327778,"Y","Y","N","unexplained"
"2015-10-09T06:47:53.307Z","2015-10-08","21:16","sphere",75,1,"mostly cloudy","Marilou","Waters","34.085562",-119.060935,"Y","N","N","explained"
"2002-11-20T03:57:17.910Z","2002-11-19","12:28","circle",79,1,"mostly cloudy","Anthony","Pollich","-37.813938",144.963425,"Y","N","N","explained"
"2006-05-22T10:20:22.666Z","2006-05-22","08:03","disk",24,1,"partly cloudy","Oda","Funk","33.4483333",-112.0733333,"Y","N","N","explained"
"1999-07-26T00:16:23.916Z","1999-07-23","13:12","light",75,1,"partly cloudy","Chandler","Blick","38.8002778",-90.6263889,"Y","N","N","unexplained"
"1987-05-13T00:57:24.751Z","1987-05-09","19:18","disk",31,1,"snow","Ellie","Prohaska","34.0633333",-117.65,"Y","N","N","explained"
"1988-11-13T09:28:20.002Z","1988-11-12","15:29","disk",44,1,"clear","Yesenia","Abernathy","39.143441",-77.20137,"Y","N","N","explained"
"1991-01-22T12:43:18.312Z","1991-01-22","06:44","light",93,1,"rain","Nick","Kohler","48.0402778",-122.405,"Y","N","N","unexplained"
"1997-12-28T00:56:44.984Z","1997-12-27","01:14","sphere",32,1,"rain","Morris","Hegmann","52.25",-0.883333,"Y","N","N","probable"
"2012-08-26T15:20:16.298Z","2012-08-26","02:14","sphere",1,1,"stormy","Dennis","Gottlieb","43.6666667",-92.9744444,"Y","N","N","probable"
"1986-03-25T01:07:29.354Z","1986-03-23","09:50","square",40,1,"mostly cloudy","Lacy","Tremblay","25.9561111",-80.1394444,"Y","N","N","explained"
"2002-04-23T15:42:09.778Z","2002-04-22","17:58","disk",13,1,"stormy","Keeley","Ryan","42.2711111",-89.0938889,"Y","N","N","explained"
"1986-08-27T03:50:49.911Z","1986-08-24","13:21","disk",28,1,"clear","Sadie","Halvorson","27.9011111",-81.5861111,"Y","N","N","explained"
"1971-02-24T08:23:32.577Z","1971-02-17","09:00","disk",14,1,"mostly cloudy","Sylvia","Mertz","42.2711111",-89.0938889,"Y","N","N","explained"
"1974-09-05T05:37:22.430Z","1974-09-03","16:14","circle",77,1,"clear","Nola","Williamson","43.0852778",-77.9425,"Y","N","N","explained"
"1970-09-13T03:36:18.855Z","1970-09-08","14:03","circle",18,1,"rain","Forrest","Stark","42.2711111",-89.0938889,"Y","Y","Y","explained"
"1982-12-17T12:27:38.527Z","1982-12-14","23:09","light",52,1,"clear","Zora","Schoen","42.3200000",-89.0580556,"Y","N","N","unexplained"
"1979-05-22T09:11:10.967Z","1979-05-21","22:04","circle",99,1,"mostly cloudy","Chester","Collier","37.1272222",-90.45,"Y","N","N","explained"
"1973-03-07T22:43:22.758Z","1973-03-03","15:11","light",87,1,"rain","Davonte","VonRueden","38.2544444",-104.6086111,"Y","N","N","unexplained"
"1988-11-08T12:41:17.721Z","1988-11-05","01:46","circle",51,1,"rain","Elizabeth","Waters","33.8358333",-118.3397222,"Y","N","N","explained"
"1987-10-15T14:36:02.104Z","1987-10-10","16:52","circle",23,1,"clear","Dina","Osinski","41.4527778",-82.1825,"Y","N","N","explained"
"1986-02-15T04:20:57.579Z","1986-02-11","13:14","circle",63,1,"stormy","Autumn","Fritsch","32.7947222",-116.9616667,"Y","N","N","explained"
"1992-08-07T08:24:31.770Z","1992-08-07","05:39","disk",48,1,"mostly cloudy","Addie","Larson","-34.928661",138.598633,"Y","N","N","explained"
"2015-05-16T00:53:48.444Z","2015-05-14","20:25","circle",78,1,"stormy","Dillon","Quigley","38.8858333",-94.5327778,"Y","N","N","explained"
"2015-07-14T05:15:52.743Z","2015-07-12","12:59","circle",51,1,"stormy","Marcelo","Goldner","33.6411111",-117.9177778,"Y","N","N","explained"
"2003-03-06T00:01:14.192Z","2003-03-05","19:07","circle",62,1,"rain","Juanita","Barton","36.0152778",-83.415,"Y","N","N","explained"
"1973-02-16T11:04:20.115Z","1973-02-15","05:28","circle",53,1,"rain","Marlen","Ortiz","33.8358333",-118.3397222,"Y","N","N","explained"
"1995-01-08T15:42:09.757Z","1995-01-07","19:44","disk",88,1,"clear","Cordelia","Wisoky","39.5419444",-77.1083333,"Y","Y","Y","explained"
"1985-04-27T00:40:57.231Z","1985-04-26","12:40","oval",23,1,"rain","Taylor","Konopelski","47.6063889",-122.3308333,"Y","N","N","unexplained"
"1998-11-21T02:18:21.802Z","1998-11-20","14:01","disk",69,1,"mostly cloudy","Maude","Medhurst","-34.603723",-58.381593,"Y","N","N","explained"
"1995-01-11T21:23:07.014Z","1995-01-09","14:06","light",91,1,"clear","Hailee","Zulauf","42.3952778",-94.6336111,"Y","N","N","unexplained"
"2002-07-07T09:37:58.972Z","2002-07-07","05:21","circle",41,1,"clear","Nicola","Homenick","49.25",-123.133333,"Y","Y","N","explained"
"1996-06-28T15:50:47.274Z","1996-06-28","03:44","disk",35,1,"rain","Adrien","Schumm","51.514125",-0.093689,"Y","N","N","explained"
"1979-06-29T20:04:18.430Z","1979-06-25","08:47","circle",18,1,"mostly cloudy","Harley","Raynor","44.5366667",-122.9058333,"Y","N","N","unexplained"
"2001-05-23T02:59:38.231Z","2001-05-20","08:33","disk",17,1,"snow","Mayra","Moore","44.5402778",-123.3663889,"Y","N","N","explained"
"1978-03-03T07:02:46.315Z","1978-03-02","23:10","disk",81,1,"rain","Osbaldo","Conn","40.5866667",-122.3905556,"Y","N","N","explained"
"1990-02-07T06:55:46.739Z","1990-02-07","06:33","circle",11,1,"clear","Helmer","Bailey","34.2569444",-85.1647222,"Y","N","N","explained"
"1986-01-27T03:49:09.002Z","1986-01-24","07:01","circle",37,1,"clear","Liana","Stoltenberg","46.216667",-63.483333,"Y","N","N","explained"
"2016-06-30T19:45:22.446Z","2016-06-27","19:56","triangle",43,1,"snow","Dayne","O'Hara","28.5650000",-81.5863889,"Y","N","N","probable"
"2010-04-27T13:09:48.980Z","2010-04-26","16:13","circle",78,1,"clear","Scot","O'Keefe","51.416667",-1.716667,"Y","N","N","explained"
"1972-08-21T08:43:09.840Z","1972-08-16","18:26","disk",96,1,"mostly cloudy","Keshawn","Hintz","38.9350000",-74.9063889,"Y","N","N","explained"
"2014-09-13T02:05:41.484Z","2014-09-05","10:48","circle",65,1,"mostly cloudy","Viviane","Abshire","4.62977",-74.13401,"Y","N","N","explained"
"2008-07-04T10:39:45.666Z","2008-06-30","13:42","square",55,1,"partly cloudy","Ramon","Aufderhar","40.7141667",-74.0063889,"Y","N","N","unexplained"
"1979-09-12T21:17:11.525Z","1979-09-12","06:28","circle",83,1,"mostly cloudy","Melba","Weber","42.9633333",-85.6680556,"Y","N","N","explained"
"1977-03-08T15:25:14.090Z","1977-03-08","08:43","disk",45,1,"stormy","Alf","Boyle","36.6208333",-90.8233333,"Y","N","N","explained"
"1980-07-08T18:05:47.071Z","1980-07-05","22:04","light",99,1,"clear","Rachael","Osinski","37.5536111",-77.4605556,"Y","Y","Y","unexplained"
"2002-05-17T22:57:59.672Z","2002-05-17","22:48","triangle",51,1,"partly cloudy","Christine","Kihn","40.7608333",-111.8902778,"Y","N","N","probable"
"2013-11-13T11:07:01.619Z","2013-11-11","03:44","circle",4,1,"partly cloudy","Thalia","VonRueden","13.727896",100.524123,"Y","N","N","explained"
"2015-09-05T05:38:53.150Z","2015-09-04","21:05","sphere",27,1,"stormy","Edwin","Zieme","38.6702778",-89.9844444,"Y","N","N","probable"
"2016-10-11T11:50:38.713Z","2016-10-03","20:11","disk",42,1,"rain","Oma","Gerlach","40.668955",-86.134588,"Y","N","N","explained"
"2014-07-11T06:06:31.673Z","2014-07-08","07:03","disk",99,1,"clear","Annette","Turcotte","20.9175000",-156.3258333,"Y","N","N","explained"
"1975-10-07T01:01:21.189Z","1975-10-05","07:59","light",55,1,"snow","Damian","Schmidt","53.166667",-1,"Y","Y","N","unexplained"
"2011-10-09T19:56:26.294Z","2011-10-03","17:29","pyramid",74,1,"partly cloudy","Nella","Weissnat","26.6402778",-81.8725,"Y","N","N","explained"
"1971-01-02T20:08:02.352Z","1970-12-29","21:30","light",15,1,"partly cloudy","Kieran","Quitzon","39.4561111",-77.9641667,"Y","N","N","explained"
"1985-09-18T11:27:16.886Z","1985-09-17","05:02","disk",71,1,"clear","Lizeth","Bergstrom","-34.45",138.35,"Y","Y","Y","explained"
"1990-07-01T08:45:06.499Z","1990-06-25","06:48","disk",77,1,"mostly cloudy","Bradly","Welch","51.508515",-0.125487,"Y","N","N","explained"
"2014-03-31T01:03:46.929Z","2014-03-29","19:11","circle",82,1,"stormy","Donnie","Walker","33.5833333",-95.9097222,"Y","N","N","explained"
"1994-10-16T00:39:31.289Z","1994-10-13","21:51","sphere",93,1,"fog","Kariane","Cruickshank","40.7966667",-81.5216667,"Y","N","N","probable"
"2013-07-12T00:06:36.948Z","2013-07-10","21:01","disk",58,1,"clear","Kiel","Runolfsson","43.2136111",-77.9394444,"Y","N","N","explained"
"1972-03-06T18:13:55.154Z","1972-03-06","13:44","box",59,1,"clear","May","O'Keefe","32.8794444",-111.7566667,"Y","N","N","explained"
"2009-12-27T20:33:36.254Z","2009-12-24","12:39","square",60,1,"fog","Ernie","Rempel","47.4158333",-120.2919444,"Y","N","N","unexplained"
"2001-12-26T09:09:16.492Z","2001-12-24","07:57","light",49,1,"clear","Gerardo","Stoltenberg","41.5569444",-83.6272222,"Y","N","N","unexplained"
"1975-07-30T11:48:14.874Z","1975-07-30","03:07","square",7,1,"clear","Molly","Volkman","64.8377778",-147.7163889,"Y","Y","Y","unexplained"
"1999-03-20T10:53:55.001Z","1999-03-17","09:45","circle",62,1,"clear","Billy","Swift","41.8500000",-87.65,"Y","N","N","explained"
"1984-03-31T07:11:45.835Z","1984-03-30","14:22","square",56,1,"mostly cloudy","Rebecca","Williamson","-17.383333",-66.166667,"Y","N","N","unexplained"
"2014-10-03T00:32:52.605Z","2014-09-28","06:35","triangle",96,1,"rain","Maida","Schuster","32.7152778",-117.1563889,"Y","N","N","explained"
"1989-02-22T22:31:14.626Z","1989-02-22","18:19","disk",43,1,"rain","Eliezer","Mohr","29.4658333",-81.2580556,"Y","N","N","explained"
"2011-03-21T23:51:18.376Z","2011-03-13","10:52","disk",90,1,"mostly cloudy","Eulalia","Pouros","47.5675000",-122.6313889,"Y","N","N","explained"
"1994-10-12T02:53:26.906Z","1994-10-11","05:44","circle",9,1,"fog","Gerard","Bins","41.5200000",-81.4888889,"Y","N","N","explained"
"1971-03-14T09:43:05.276Z","1971-03-12","11:11","disk",83,1,"fog","Vanessa","Koepp","44.5366667",-122.9058333,"Y","N","N","explained"
"2011-11-26T11:10:47.775Z","2011-11-21","10:37","disk",56,1,"snow","Shea","Huel","27.9472222",-82.4586111,"Y","N","N","explained"
"2010-09-28T22:09:41.924Z","2010-09-25","19:43","circle",52,1,"clear","Maximus","Dach","40.9008333",-73.3436111,"Y","Y","Y","explained"
"1994-02-21T05:07:49.704Z","1994-02-20","12:35","pyramid",3,1,"rain","Jordyn","Lindgren","42.1033333",-76.2625,"Y","N","N","explained"
"2016-07-30T15:09:20.819Z","2016-07-29","11:33","circle",56,1,"fog","Flo","Davis","42.5777778",-70.7694444,"Y","N","N","explained"
"1971-11-26T21:44:48.619Z","1971-11-25","08:28","circle",75,1,"mostly cloudy","Vincenzo","Crona","39.7683333",-86.1580556,"Y","N","N","explained"
"1988-12-20T07:50:42.325Z","1988-12-19","20:05","circle",4,1,"rain","Ayana","O'Reilly","33.5394444",-83.8194444,"Y","N","N","explained"
"2012-08-16T07:32:28.397Z","2012-08-12","15:25","circle",1,1,"rain","Zachariah","Morar","43.1636111",-73.0727778,"Y","N","N","explained"
"1987-10-06T14:57:24.972Z","1987-10-03","14:47","circle",40,1,"clear","Jackie","Brown","39.9369444",-120.9461111,"Y","Y","Y","explained"
"1992-02-08T14:30:58.616Z","1992-02-06","10:39","circle",88,1,"rain","Kole","Ullrich","43.683333",-79.766667,"Y","N","N","explained"
"1974-01-04T23:36:36.273Z","1974-01-04","15:34","sphere",23,1,"rain","Kennedi","Lehner","35.2619444",-81.1875,"Y","N","N","explained"
"1970-07-29T09:12:06.080Z","1970-07-26","09:31","light",84,1,"snow","Arthur","Wilderman","42.888614",-78.872212,"Y","N","N","unexplained"
"1977-09-12T19:25:31.758Z","1977-09-11","13:40","square",6,1,"mostly cloudy","Madie","Kuvalis","33.8702778",-117.9244444,"Y","N","N","unexplained"
"1993-04-05T06:20:52.339Z","1993-04-04","22:10","disk",1,1,"partly cloudy","Franco","Spinka","39.1155556",-77.5638889,"Y","N","N","explained"
"1973-01-09T23:09:54.213Z","1973-01-09","17:43","circle",28,1,"snow","Anastasia","Kreiger","39.6477778",-104.9872222,"Y","N","N","explained"
"1988-11-02T22:33:52.590Z","1988-10-29","06:55","disk",71,1,"mostly cloudy","Hubert","Purdy","33.9908333",-118.4591667,"Y","N","N","explained"
"1993-12-25T09:03:00.176Z","1993-12-21","19:19","sphere",77,1,"clear","Dave","Christiansen","47.5675000",-122.6313889,"Y","N","N","explained"
"1986-03-20T21:51:12.394Z","1986-03-18","11:09","circle",55,1,"partly cloudy","Helmer","Krajcik","29.7027778",-98.1241667,"Y","N","N","explained"
"1992-07-06T17:17:35.309Z","1992-07-04","02:29","circle",18,1,"partly cloudy","Kaci","Kiehn","30.4866667",-90.9561111,"Y","N","N","explained"
"2002-11-22T17:03:13.813Z","2002-11-20","23:43","circle",63,1,"rain","Minerva","Homenick","44.8755556",-91.9191667,"Y","N","N","explained"
"2013-11-25T11:05:51.529Z","2013-11-17","18:24","disk",17,1,"clear","Curt","Johnston","41.7308333",-84.9327778,"Y","N","N","explained"
"1983-04-02T13:59:27.084Z","1983-04-02","03:48","circle",55,1,"partly cloudy","Jazmyne","Kautzer","39.1580556",-75.5247222,"Y","N","N","explained"
"2011-10-30T14:25:20.571Z","2011-10-30","03:41","circle",40,1,"mostly cloudy","Remington","Ankunding","41.4277778",-74.1663889,"Y","N","N","explained"
"2004-04-12T21:33:29.641Z","2004-04-10","04:59","disk",22,1,"stormy","Sydnie","Heidenreich","34.5022222",-97.9575,"Y","N","N","explained"
"1995-07-16T17:22:51.843Z","1995-07-15","16:14","circle",25,1,"clear","Mose","Doyle","36.1658333",-86.7844444,"Y","N","N","explained"
"1999-10-28T14:09:39.858Z","1999-10-27","19:09","disk",71,1,"stormy","Berneice","Little","40.5697222",-79.765,"Y","N","N","explained"
"1971-06-27T07:42:44.145Z","1971-06-26","21:55","triangle",74,1,"rain","Joe","Rodriguez","48.0519444",-122.1758333,"Y","N","N","probable"
"2000-04-24T05:31:25.019Z","2000-04-18","14:18","circle",70,1,"stormy","Elbert","Dooley","29.4238889",-98.4933333,"Y","N","N","explained"
"1986-02-01T14:50:18.182Z","1986-01-27","08:22","circle",69,1,"mostly cloudy","Loren","Stamm","53.666667",-3,"Y","N","N","explained"
"1985-05-28T01:32:03.625Z","1985-05-28","01:26","disk",99,1,"mostly cloudy","Carlotta","Becker","41.7000000",-71.6833333,"Y","N","N","explained"
"1972-01-14T01:33:59.802Z","1972-01-13","19:34","light",49,1,"partly cloudy","Jeremie","Weissnat","37.1752778",-101.3491667,"Y","N","N","unexplained"
"1985-09-23T20:42:14.507Z","1985-09-18","20:51","circle",7,1,"partly cloudy","Darius","Crist","32.1572222",-94.3372222,"Y","N","N","explained"
"2004-05-06T17:07:45.087Z","2004-05-05","21:27","circle",58,1,"snow","Florine","Price","3.139003",101.686855,"Y","N","N","explained"
"1991-04-27T20:35:06.750Z","1991-04-22","10:25","disk",44,1,"snow","Herta","Littel","38.2972222",-122.2844444,"Y","N","N","explained"
"2005-02-05T00:25:10.757Z","2005-02-01","02:03","disk",99,1,"clear","Elvera","Towne","30.3319444",-81.6558333,"Y","N","N","explained"
"2016-04-30T23:33:14.735Z","2016-04-30","21:43","triangle",54,1,"rain","Sheldon","Crona","39.6363889",-74.8027778,"Y","N","N","explained"
"1971-05-24T16:15:59.294Z","1971-05-24","09:39","square",73,1,"partly cloudy","Alba","Kuhic","44.583333",-75.683333,"Y","N","N","unexplained"
"1980-05-27T17:58:48.169Z","1980-05-27","10:23","circle",23,1,"snow","Anika","Leffler","40.3041667",-73.9927778,"Y","N","N","explained"
"2007-03-22T05:49:43.677Z","2007-03-16","16:16","disk",76,1,"mostly cloudy","Zena","Cruickshank","39.613584",-84.160146,"Y","N","N","explained"
"2006-10-04T20:39:08.957Z","2006-10-03","19:43","disk",64,1,"clear","Eileen","Kihn","46.2633333",-119.4866667,"Y","N","N","explained"
"2007-11-16T01:52:43.216Z","2007-11-13","04:46","disk",50,1,"clear","Ida","Ernser","37.5388889",-87.2583333,"Y","Y","N","explained"
"2008-12-26T07:41:38.572Z","2008-12-23","22:03","disk",96,1,"snow","Mercedes","Monahan","29.7233333",-98.9355556,"Y","N","N","explained"
"2010-01-20T14:06:39.049Z","2010-01-19","12:07","disk",63,1,"clear","Candida","Nienow","42.0963889",-79.3758333,"Y","N","N","explained"
"1976-02-16T00:59:23.719Z","1976-02-12","20:28","disk",18,1,"stormy","Janae","Quigley","51.316667",-0.266667,"Y","N","N","explained"
"2001-09-13T06:09:55.331Z","2001-09-06","15:11","circle",68,1,"mostly cloudy","Grayce","Anderson","38.7316667",-82.9977778,"Y","Y","Y","explained"
"1980-04-05T17:52:27.000Z","1980-04-03","13:18","square",98,1,"mostly cloudy","Dora","Cormier","29.186896",-89.936737,"Y","N","N","unexplained"
"1999-07-06T03:08:04.735Z","1999-07-05","06:11","circle",62,1,"partly cloudy","Reese","Fahey","51.916667",-0.65,"Y","N","N","explained"
"1982-06-02T09:48:04.005Z","1982-06-02","04:45","light",96,1,"rain","Joe","Sauer","47.6761111",-120.2072222,"Y","N","N","probable"
"2003-03-05T12:34:14.355Z","2003-03-04","23:48","disk",53,1,"fog","Alberta","Bruen","27.9375000",-82.2861111,"Y","N","N","explained"
"1985-01-03T12:10:58.111Z","1984-12-28","16:33","disk",7,1,"clear","Elwyn","Fisher","33.4511111",-86.9966667,"Y","N","N","explained"
"1998-07-25T18:57:03.554Z","1998-07-25","02:57","square",47,1,"partly cloudy","Cullen","Friesen","51.628347",0.814539,"Y","N","N","unexplained"
"1995-02-16T02:14:16.600Z","1995-02-14","03:27","light",26,1,"stormy","Kieran","Kuhlman","42.5833333",-71.8027778,"Y","Y","Y","unexplained"
"2007-02-25T01:56:59.299Z","2007-02-24","01:52","circle",18,1,"fog","Conner","Balistreri","41.083152",-73.920137,"Y","N","N","explained"
"1977-09-19T10:08:03.494Z","1977-09-18","00:59","light",38,1,"partly cloudy","Cali","Glover","42.4605556",-83.6516667,"Y","N","N","unexplained"
"1973-10-10T04:21:47.660Z","1973-10-09","05:27","circle",95,1,"rain","Raegan","Moore","41.6777778",-79.88,"Y","N","N","explained"
"2011-08-10T18:34:21.816Z","2011-08-06","23:23","square",63,1,"clear","Carlie","Kiehn","38.7522222",-121.2869444,"Y","N","N","unexplained"
"1998-02-18T14:13:50.468Z","1998-02-16","04:43","disk",28,1,"stormy","Cicero","Huel","46.8219444",-123.095,"Y","N","N","explained"
"1996-03-29T16:17:57.191Z","1996-03-26","13:54","circle",30,1,"rain","Valerie","Balistreri","28.1458333",-82.7569444,"Y","N","N","explained"
"2016-10-05T15:41:29.826Z","2016-09-26","17:51","circle",7,1,"rain","Alan","Corwin","13.728",-60.954,"Y","N","N","explained"
"1982-04-06T22:21:17.002Z","1982-04-06","20:20","square",30,1,"stormy","Velva","Gulgowski","40.0213889",-122.0991667,"Y","Y","Y","unexplained"
"2012-03-13T09:55:46.262Z","2012-03-13","00:26","square",50,1,"fog","Gay","Harvey","32.4616667",-90.1152778,"Y","N","N","unexplained"
"2012-04-06T20:23:39.582Z","2012-03-29","02:33","circle",11,1,"mostly cloudy","Dianna","Conroy","47.2033333",-122.2391667,"Y","N","N","explained"
"1991-08-10T13:03:41.969Z","1991-08-09","01:17","square",12,1,"clear","Kattie","Herman","36.9902778",-86.4436111,"Y","N","N","unexplained"
"2001-07-27T04:21:05.519Z","2001-07-26","07:23","square",57,1,"mostly cloudy","Van","Schumm","41.3305556",-72.9722222,"Y","Y","N","unexplained"
"1998-01-24T06:47:52.009Z","1998-01-23","14:04","circle",38,1,"mostly cloudy","Caleigh","Cole","34.028926",-84.198579,"Y","N","N","explained"
"1976-10-04T21:48:18.656Z","1976-09-30","01:03","disk",37,1,"mostly cloudy","Sarina","Kshlerin","26.3180556",-80.1,"Y","N","N","explained"
"1979-08-28T15:42:53.555Z","1979-08-26","22:32","light",90,1,"mostly cloudy","Birdie","Balistreri","41.4047222",-81.7230556,"Y","N","N","unexplained"
"1978-11-11T08:07:41.920Z","1978-11-08","09:50","circle",42,1,"rain","Jeremie","Hickle","46.6633333",-123.8033333,"Y","N","N","explained"
"1995-05-15T03:32:21.009Z","1995-05-11","08:15","square",68,1,"mostly cloudy","Meggie","Krajcik","53.29279",-6.141937,"Y","N","N","explained"
"2013-06-15T19:26:43.412Z","2013-06-13","23:50","triangle",83,1,"clear","Sigmund","Mueller","35.6838889",-82.0094444,"Y","N","N","explained"
"2010-03-18T16:54:20.163Z","2010-03-17","03:57","circle",62,1,"snow","Jaylan","Yundt","30.1686111",-93.3758333,"Y","N","N","explained"
"1979-02-04T12:43:29.196Z","1979-02-01","01:08","circle",75,1,"mostly cloudy","Dangelo","O'Hara","34.4838889",-114.3216667,"Y","Y","Y","explained"
"2016-09-28T10:00:55.803Z","2016-09-24","12:30","disk",44,1,"stormy","Estelle","Connelly","35.3733333",-119.0177778,"Y","N","N","explained"
"2005-08-12T14:15:31.486Z","2005-08-08","19:56","square",26,1,"partly cloudy","Mya","Kub","47.2033333",-122.2391667,"Y","N","N","unexplained"
"1993-06-06T10:49:47.716Z","1993-06-06","10:48","square",47,1,"snow","Lisa","Beatty","44.9133333",-93.5030556,"Y","N","N","unexplained"
"1990-08-10T12:06:24.152Z","1990-08-04","17:13","circle",41,1,"snow","Gaston","Halvorson","34.1722222",-118.3780556,"Y","N","N","explained"
"2012-11-09T10:55:54.979Z","2012-11-07","13:37","light",94,1,"clear","Domenica","Raynor","41.2455556",-89.9247222,"Y","Y","N","unexplained"
"1994-05-05T09:56:11.559Z","1994-05-03","05:37","circle",56,1,"stormy","Jayden","Windler","40.7086111",-113.1166667,"Y","N","N","explained"
"1992-06-02T10:02:24.383Z","1992-05-31","06:46","sphere",13,1,"stormy","Marcelino","Schultz","33.3391667",-84.6486111,"Y","N","N","probable"
"1999-12-21T02:09:35.266Z","1999-12-18","22:28","circle",59,1,"mostly cloudy","Chasity","Jakubowski","30.6236111",-84.4147222,"Y","N","N","explained"
