"reportedTimestamp","eventDate","eventTime","duration","witnesses","weather","firstName","lastName","latitude","longitude","sighting","physicalEvidence","contact","researchOutcome","shape"
"1978-05-17T14:40:55.984Z","1978-05-16","18:17",56,1,"mostly cloudy","Felipa","Gleichner","38.4088889",-121.3705556,"Y","Y","Y","unexplained","light"
"1991-05-04T12:55:02.204Z","1991-05-02","14:38",63,1,"rain","Bennie","Schiller","38.8002778",-90.6263889,"Y","N","N","probable","triangle"
"1989-11-28T07:30:09.270Z","1989-11-28","00:41",34,1,"snow","Cassidy","Reilly","35.1494444",-90.0488889,"Y","N","N","explained","disk"
"2018-02-21T01:37:49.921Z","2018-02-14","11:33",33,1,"mostly cloudy","Larissa","Vandervort","37.4419444",-122.1419444,"Y","N","N","unexplained","light"
"1977-03-13T00:34:19.801Z","1977-03-12","10:28",64,1,"snow","Shea","Quigley","47.2530556",-122.4430556,"Y","N","N","explained","disk"
"1989-04-04T06:05:54.415Z","1989-04-03","18:42",29,1,"stormy","Lavonne","Lynch","34.1063889",-84.0336111,"Y","N","N","explained","disk"
"1992-01-26T06:12:32.954Z","1992-01-25","13:59",60,1,"clear","Hilario","Franecki","42.3952778",-94.6336111,"Y","N","N","unexplained","square"
"1996-10-14T08:25:31.544Z","1996-10-12","23:29",12,1,"stormy","Melody","Pacocha","49.25",-123.133333,"Y","N","N","unexplained","square"
"2013-01-12T10:59:52.173Z","2013-01-11","11:20",7,1,"fog","Elijah","Hagenes","39.8916667",-75.9219444,"Y","N","N","probable","sphere"
"1980-09-08T10:54:25.059Z","1980-09-02","06:00",23,1,"stormy","Kathryne","Rippin","44.5402778",-123.3663889,"Y","N","N","explained","disk"
"2013-12-23T08:20:34.279Z","2013-12-23","07:40",39,1,"clear","Rick","Kertzmann","28.0512",-16.709685,"Y","N","N","explained","disk"
"1980-05-17T12:26:42.865Z","1980-05-15","18:21",84,1,"partly cloudy","Mariela","Ryan","34.0522222",-118.2427778,"Y","N","N","explained","circle"
"1987-05-10T16:54:18.594Z","1987-05-10","01:40",41,1,"partly cloudy","Amanda","Macejkovic","53.070884",-2.736506,"Y","N","N","explained","circle"
"1999-06-07T07:49:23.314Z","1999-06-06","10:47",49,1,"rain","Dandre","Purdy","55.866667",-4.033333,"Y","Y","N","unexplained","light"
"1998-03-23T10:32:48.225Z","1998-03-18","18:49",19,1,"stormy","Ansel","Reynolds","34.1486111",-118.3955556,"Y","N","N","explained","disk"
"1979-10-21T06:36:28.025Z","1979-10-20","11:33",60,1,"fog","Barrett","Donnelly","37.9850000",-103.5433333,"Y","N","N","explained","disk"
"2013-08-07T18:30:07.257Z","2013-08-05","04:55",45,1,"mostly cloudy","Destin","Gislason","41.5094444",-90.5786111,"Y","N","N","explained","triangle"
"1988-12-05T11:41:43.188Z","1988-12-01","15:08",82,1,"stormy","Chelsey","Fadel","39.0838889",-77.1530556,"Y","Y","N","explained","disk"
"1997-01-13T13:07:55.538Z","1997-01-09","17:01",70,1,"stormy","Kevon","Kohler","41.7711111",-81.05,"Y","Y","Y","explained","disk"
"2018-06-13T00:19:46.212Z","2018-06-10","19:43",39,1,"snow","Jena","Sanford","25.7738889",-80.1938889,"Y","N","N","explained","circle"
"1983-07-10T06:59:47.415Z","1983-07-05","10:11",74,1,"stormy","Ian","Feil","35.7719444",-78.6388889,"Y","N","N","explained","circle"
"1982-12-19T21:34:33.707Z","1982-12-19","18:07",72,1,"stormy","Hoyt","Wiza","28.5380556",-81.3794444,"Y","N","N","explained","disk"
"2005-01-06T01:30:29.214Z","2005-01-04","09:58",83,1,"rain","Furman","McCullough","-8.783195",-124.508523,"Y","N","N","explained","circle"
"1977-07-08T09:20:01.863Z","1977-07-05","14:09",68,1,"snow","Vicenta","Goyette","40.668955",-86.134588,"Y","N","N","explained","circle"
"1985-10-31T19:40:59.031Z","1985-10-26","18:51",10,1,"stormy","Cleve","Rosenbaum","37.7750000",-122.4183333,"Y","N","N","explained","circle"
"2011-07-04T20:43:40.469Z","2011-07-03","11:11",26,1,"fog","Verla","Bernhard","34.6377778",-97.8172222,"Y","N","N","probable","triangle"
"1980-09-18T00:34:28.606Z","1980-09-15","13:21",76,1,"snow","Olin","Conn","37.5058333",-77.6494444,"Y","N","N","explained","disk"
"2005-09-03T07:58:32.559Z","2005-09-01","13:15",74,1,"clear","Braxton","Kunde","28.0853",-81.512173,"Y","N","N","unexplained","light"
"1978-04-11T13:07:16.886Z","1978-04-10","08:04",19,1,"fog","Timothy","Powlowski","47.6063889",-122.3308333,"Y","N","N","explained","circle"
"1979-05-11T12:18:33.570Z","1979-05-08","23:53",15,1,"clear","Modesto","Stokes","10.477465",-84.580681,"Y","N","N","explained","disk"
"2016-08-11T04:07:58.997Z","2016-08-07","02:43",92,1,"rain","Stephania","Hermiston","33.7669444",-118.1883333,"Y","N","N","explained","circle"
"1987-10-24T11:29:47.085Z","1987-10-22","03:01",13,1,"fog","Harmony","Leannon","38.7508333",-77.4755556,"Y","N","N","explained","disk"
"2007-12-20T20:51:54.005Z","2007-12-20","20:47",41,1,"partly cloudy","Alberto","Bode","33.6888889",-78.8869444,"Y","N","N","unexplained","light"
"2004-07-05T23:28:46.798Z","2004-07-01","11:44",84,1,"rain","Elva","Bode","59.900209",5.282347,"Y","N","N","unexplained","square"
"1981-04-02T01:01:12.165Z","1981-04-01","03:50",52,1,"fog","Rosalyn","Miller","41.7000000",-71.4166667,"Y","N","N","unexplained","light"
"1992-09-19T06:00:59.934Z","1992-09-17","22:29",20,1,"clear","Gerardo","Willms","40.7138889",-116.1030556,"Y","N","N","explained","circle"
"1979-02-22T11:17:24.266Z","1979-02-21","06:43",76,1,"mostly cloudy","Jordan","O'Conner","29.4238889",-98.4933333,"Y","N","N","unexplained","light"
"1970-02-24T03:02:12.209Z","1970-02-19","04:12",66,1,"snow","Alicia","Tromp","43.8280556",-91.3038889,"Y","N","N","unexplained","square"
"2018-08-18T13:15:04.923Z","2018-08-16","00:46",100,1,"fog","Ida","Koelpin","41.447569",-71.524667,"Y","Y","N","explained","circle"
"2011-09-14T02:39:20.849Z","2011-09-07","22:38",95,1,"fog","Thurman","Adams","39.9522222",-75.1641667,"Y","N","N","explained","circle"
"2012-03-21T23:51:53.108Z","2012-03-21","22:36",66,1,"rain","Buddy","Wyman","41.2883333",-93.8091667,"Y","N","N","explained","disk"
"2019-04-16T13:16:56.328Z","2019-04-11","00:32",4,1,"stormy","Jaida","Krajcik","39.1619444",-84.4569444,"Y","N","N","explained","disk"
"1991-11-30T11:47:45.716Z","1991-11-30","00:28",15,1,"clear","Mireya","Parker","39.6577778",-77.1747222,"Y","N","N","explained","disk"
"2012-09-19T04:32:30.035Z","2012-09-15","10:56",100,1,"rain","Mckenzie","Fritsch","45.6216667",-94.2066667,"Y","N","N","explained","disk"
"1993-03-29T21:15:47.284Z","1993-03-28","05:15",3,1,"rain","Grayson","Lowe","37.8716667",-122.2716667,"Y","Y","Y","probable","triangle"
"2001-06-28T23:30:54.233Z","2001-06-28","07:37",44,1,"snow","Esmeralda","Wiegand","29.6183333",-95.5375,"Y","N","N","explained","disk"
"1979-05-14T14:52:39.588Z","1979-05-14","09:12",86,1,"rain","Durward","Maggio","40.2736111",-76.8847222,"Y","N","N","explained","disk"
"2007-12-06T07:55:29.089Z","2007-12-05","06:47",3,1,"clear","Kendall","Cruickshank","49.25",-122.5,"Y","N","N","explained","circle"
"2000-03-23T11:03:15.429Z","2000-03-22","17:55",21,1,"snow","Destin","Gottlieb","42.1944444",-71.2,"Y","N","N","explained","circle"
"1972-05-12T21:43:39.829Z","1972-05-11","10:59",59,1,"snow","Haskell","Mosciski","52.966667",-1.166667,"Y","N","N","explained","disk"
"2010-11-20T07:25:47.022Z","2010-11-18","20:22",39,1,"stormy","Carissa","Stark","36.0397222",-114.9811111,"Y","N","N","unexplained","square"
"1986-03-30T01:14:30.348Z","1986-03-28","07:01",51,1,"mostly cloudy","Earline","Abernathy","33.1433333",-117.1652778,"Y","N","N","explained","circle"
"1975-04-16T17:29:11.403Z","1975-04-16","15:24",80,1,"partly cloudy","Mario","Kovacek","35.3858333",-94.3983333,"Y","N","N","explained","disk"
"1995-04-26T21:53:29.660Z","1995-04-26","20:07",60,1,"fog","Melissa","Gerhold","34.0752778",-84.2941667,"Y","N","N","unexplained","square"
"2009-08-03T23:18:49.279Z","2009-08-02","05:00",30,1,"partly cloudy","Whitney","Weimann","44.1669444",-74.5383333,"Y","N","N","explained","light"
"1978-09-06T21:56:47.617Z","1978-09-04","22:17",96,1,"rain","Laila","Maggio","47.6816667",-122.2075,"Y","N","N","unexplained","light"
"2016-09-21T16:49:30.442Z","2016-09-16","09:32",9,1,"stormy","Rusty","Emmerich","41.5500000",-71.4666667,"Y","N","N","explained","disk"
"1989-06-07T22:24:47.747Z","1989-06-03","18:40",15,1,"snow","Sydnie","Stoltenberg","30.4380556",-84.2808333,"Y","N","N","unexplained","light"
"2010-03-14T19:09:28.705Z","2010-03-14","11:44",75,1,"fog","Hilma","Bartell","39.0597222",-94.8833333,"Y","N","N","explained","circle"
"2000-03-13T00:54:36.105Z","2000-03-06","22:38",88,1,"stormy","Clinton","Maggio","41.1669444",-73.2052778,"Y","N","N","explained","disk"
"1970-03-10T21:37:34.787Z","1970-03-06","00:02",38,1,"snow","Burdette","Cremin","48.5052778",-111.8561111,"Y","N","N","explained","square"
"1980-05-11T06:35:36.360Z","1980-05-10","12:09",3,1,"clear","Kathryn","Jast","22.079625",82.139141,"Y","N","N","explained","circle"
"2009-09-04T17:06:18.266Z","2009-09-03","15:38",97,1,"rain","Claudia","Trantow","43.0480556",-76.1477778,"Y","N","N","explained","disk"
"1984-07-17T11:09:54.844Z","1984-07-15","06:39",18,1,"mostly cloudy","Woodrow","Block","38.8050000",-87.4580556,"Y","N","N","probable","triangle"
"2018-08-04T05:18:14.137Z","2018-08-02","23:01",68,1,"snow","Erika","Leffler","44.136076",-79.308339,"Y","N","N","unexplained","sphere"
"2000-11-05T07:26:34.825Z","2000-11-04","18:49",58,1,"rain","Cooper","Hilll","41.7019444",-72.3016667,"Y","Y","N","explained","square"
"2000-03-28T05:33:05.906Z","2000-03-26","00:20",89,1,"mostly cloudy","Tressie","Altenwerth","40.7355556",-74.1727778,"Y","N","N","unexplained","square"
"1977-08-26T08:22:20.475Z","1977-08-18","15:01",17,1,"partly cloudy","Alexandrine","Gislason","38.932515",28.290666,"Y","N","N","explained","circle"
"1997-08-03T22:16:38.616Z","1997-08-03","09:16",50,1,"clear","Maverick","Pollich","41.0233333",-74.0669444,"Y","N","N","explained","circle"
"2011-01-04T13:32:05.011Z","2011-01-01","13:12",63,1,"partly cloudy","Della","Berge","51.05",-0.333333,"Y","N","N","explained","disk"
"2014-01-02T21:51:35.057Z","2013-12-31","01:06",50,1,"mostly cloudy","Ellis","Purdy","37.2397222",-96.9952778,"Y","N","N","unexplained","light"
"2015-02-03T03:03:55.869Z","2015-02-02","18:52",34,1,"partly cloudy","Percy","Franecki","35.6941667",-97.0630556,"Y","N","N","explained","disk"
"2004-08-19T02:25:26.404Z","2004-08-17","12:46",5,1,"mostly cloudy","Theodora","Ziemann","35.0844444",-106.6505556,"Y","Y","Y","probable","sphere"
"2005-05-26T19:53:12.127Z","2005-05-24","02:09",90,1,"stormy","Kay","Wyman","38.4191667",-82.4452778,"Y","Y","Y","unexplained","light"
"2004-09-08T03:20:13.741Z","2004-09-07","18:27",40,1,"clear","Stefanie","Ondricka","41.7469444",-88.0502778,"Y","N","N","explained","circle"
"2010-02-01T08:28:17.951Z","2010-01-30","08:40",37,1,"snow","Hilda","Roberts","42.1816667",-87.8002778,"Y","N","N","explained","circle"
"1982-05-29T18:09:02.971Z","1982-05-27","13:37",65,1,"clear","Treva","Rippin","44.7630556",-85.6205556,"Y","N","N","explained","disk"
"1995-12-18T20:12:48.190Z","1995-12-15","17:27",48,1,"snow","Antoinette","King","40.9444444",-74.0758333,"Y","N","N","explained","disk"
"1989-01-29T09:29:18.446Z","1989-01-28","11:11",58,1,"snow","Jazmyn","Deckow","36.9741667",-122.0297222,"Y","N","N","explained","circle"
"2008-05-29T14:43:22.372Z","2008-05-23","02:07",67,1,"snow","Nicholas","Schumm","41.7858333",-88.1472222,"Y","N","N","explained","disk"
"1996-05-30T22:26:38.582Z","1996-05-27","18:21",27,1,"partly cloudy","Shayne","Wiegand","30.3880556",-95.6961111,"Y","N","N","explained","disk"
"1972-05-16T23:31:49.876Z","1972-05-15","14:16",52,1,"snow","Lillian","Olson","26.092222",-98.277778,"Y","N","N","explained","disk"
"1975-07-27T11:20:38.080Z","1975-07-26","12:43",48,1,"rain","Kelsi","Schowalter","38.7138889",-121.4616667,"Y","N","N","explained","disk"
"1998-05-03T05:44:30.632Z","1998-05-01","19:26",71,1,"fog","Abdiel","Beahan","52.75",-3.883333,"Y","N","N","explained","circle"
"1992-08-02T01:44:34.204Z","1992-07-31","15:57",99,1,"fog","Sonia","Turcotte","45.1244444",-92.6733333,"Y","N","N","explained","disk"
"1983-01-11T21:06:44.249Z","1983-01-10","01:47",72,1,"fog","Cecil","Reichert","29.1869444",-82.1402778,"Y","N","N","explained","light"
"2018-02-10T04:22:27.045Z","2018-02-07","19:52",5,1,"fog","Rasheed","Bins","36.798432",-119.598721,"Y","N","N","explained","circle"
"1996-03-17T19:41:16.507Z","1996-03-15","21:16",83,1,"rain","Elinor","Labadie","43.0730556",-89.4011111,"Y","N","N","unexplained","light"
"1994-04-18T02:17:19.679Z","1994-04-12","10:40",73,1,"fog","Johnpaul","Prohaska","34.1513889",-89.6313889,"Y","N","N","explained","circle"
"1980-06-10T20:08:18.894Z","1980-06-10","04:10",97,1,"mostly cloudy","Morgan","Streich","35.3136111",-83.1766667,"Y","N","N","explained","disk"
"1993-01-12T11:21:52.688Z","1993-01-12","03:34",23,1,"rain","Eloisa","Wiza","39.3280556",-120.1822222,"Y","Y","Y","explained","disk"
"1980-09-25T08:25:49.372Z","1980-09-23","08:04",80,1,"mostly cloudy","Jany","Kuhic","37.916104",-85.956247,"Y","Y","Y","probable","sphere"
"1997-02-01T00:59:13.530Z","1997-01-31","20:43",79,1,"clear","Earline","Ward","44.1916667",-88.6238889,"Y","N","N","explained","disk"
"1973-05-06T13:04:19.782Z","1973-05-06","05:49",95,1,"fog","Rosemarie","Marvin","42.8666667",-88.3333333,"Y","N","N","explained","circle"
"1980-06-29T03:55:25.156Z","1980-06-20","12:21",49,1,"rain","Luisa","Emmerich","40.7608333",-111.8902778,"Y","N","N","explained","circle"
"2000-04-19T20:21:18.783Z","2000-04-15","07:26",59,1,"clear","Jordane","Beier","40.057838",-74.137183,"Y","N","N","explained","disk"
"1993-12-27T01:29:29.184Z","1993-12-23","10:25",96,1,"fog","Marianna","Breitenberg","27.2541667",-80.23,"Y","N","N","explained","disk"
"2013-05-04T17:31:25.439Z","2013-05-02","14:46",72,1,"clear","Jayce","Prohaska","52.466667",-1.916667,"Y","N","N","explained","circle"
"1972-10-10T19:59:34.784Z","1972-10-09","04:49",74,1,"fog","Dortha","Corwin","32.8794444",-111.7566667,"Y","N","N","explained","disk"
"1997-12-21T08:50:05.548Z","1997-12-18","14:22",13,1,"snow","Gregg","Watsica","32.7152778",-117.1563889,"Y","Y","Y","explained","disk"
"1973-11-26T00:06:11.038Z","1973-11-23","20:22",3,1,"clear","Julie","Hettinger","38.0280556",-121.8836111,"Y","N","N","explained","disk"
"2014-02-07T14:33:50.975Z","2014-02-03","09:20",24,1,"rain","Lionel","Padberg","36.2805556",-80.3594444,"Y","N","N","explained","triangle"
"1995-09-03T21:13:36.903Z","1995-09-02","20:02",83,1,"partly cloudy","Krystel","Kohler","34.746481",-92.289595,"Y","N","N","unexplained","light"
"1999-01-21T03:57:57.484Z","1999-01-14","01:07",35,1,"clear","Brad","Schmeler","39.2902778",-76.6125,"Y","N","N","explained","circle"
"2017-09-13T14:27:32.970Z","2017-09-11","13:19",30,1,"mostly cloudy","Ulises","Greenholt","35.5361111",-100.9594444,"Y","Y","Y","explained","circle"
"2015-03-08T21:27:06.390Z","2015-03-07","21:36",16,1,"snow","Jacey","Stracke","38.066674",-103.222708,"Y","N","N","explained","circle"
"2011-06-29T04:37:20.441Z","2011-06-25","21:24",33,1,"fog","Cynthia","Okuneva","35.9380556",-77.7908333,"Y","N","N","unexplained","square"
"1979-10-11T15:07:56.290Z","1979-10-11","13:00",89,1,"stormy","Chauncey","Quigley","42.9761111",-71.6944444,"Y","N","N","unexplained","square"
"2002-11-10T14:02:40.911Z","2002-11-09","14:54",2,1,"clear","Kole","Crona","39.58866",-89.414536,"Y","N","N","explained","disk"
"1971-01-16T03:15:45.588Z","1971-01-14","14:26",42,1,"mostly cloudy","Mikayla","Jast","47.6063889",-122.3308333,"Y","Y","Y","explained","disk"
"1991-06-08T23:06:53.892Z","1991-06-06","03:12",44,1,"partly cloudy","Nikki","Emmerich","33.4352778",-112.3575,"Y","N","N","explained","circle"
"1983-12-19T02:09:00.250Z","1983-12-15","04:49",62,1,"fog","Alysson","Bogisich","33.8730556",-78.6144444,"Y","N","N","explained","circle"
"1975-10-22T13:15:13.901Z","1975-10-20","14:43",92,1,"partly cloudy","Barney","Oberbrunner","43.8963889",-73.1002778,"Y","N","N","explained","circle"
"1977-06-05T00:16:34.632Z","1977-06-04","11:52",61,1,"partly cloudy","Colby","Harvey","48.464274",-122.234045,"Y","N","N","explained","circle"
"2005-08-16T08:19:03.867Z","2005-08-14","03:33",33,1,"fog","Albertha","Rippin","39.9008333",-74.8238889,"Y","N","N","probable","sphere"
"2007-06-23T04:26:00.308Z","2007-06-21","12:08",32,1,"mostly cloudy","Shanie","Krajcik","43.0730556",-89.4011111,"Y","N","N","explained","circle"
"1990-09-01T09:10:39.161Z","1990-08-31","04:51",31,1,"rain","Llewellyn","Purdy","38.8113889",-89.9530556,"Y","N","N","unexplained","square"
"1979-11-13T02:05:14.527Z","1979-11-06","23:01",23,1,"partly cloudy","Edd","Kertzmann","36.0397222",-114.9811111,"Y","Y","N","explained","circle"
"2000-08-23T18:15:23.617Z","2000-08-22","10:35",45,1,"rain","Kennedi","Brakus","37.6775000",-113.0611111,"Y","N","N","explained","circle"
"2017-02-15T13:06:53.668Z","2017-02-15","09:07",25,1,"clear","Irma","Paucek","41.6005556",-93.6088889,"Y","N","N","explained","disk"
"2014-08-27T16:50:24.493Z","2014-08-25","22:56",90,1,"rain","Luigi","Stamm","35.7200000",-79.1775,"Y","N","N","explained","circle"
"1972-12-04T07:21:27.946Z","1972-11-28","08:37",22,1,"clear","Marty","Fritsch","33.7947222",-83.7133333,"Y","N","N","explained","disk"
"2007-12-29T13:10:02.533Z","2007-12-29","08:20",35,1,"stormy","Rosemarie","Kirlin","42.6105556",-71.2347222,"Y","N","N","explained","disk"
"1971-12-20T16:03:58.058Z","1971-12-19","17:31",96,1,"mostly cloudy","Jayson","Oberbrunner","39.2544444",-76.7002778,"Y","N","N","explained","circle"
"1991-09-27T09:55:50.515Z","1991-09-24","00:33",6,1,"clear","Cruz","Watsica","39.6580556",-78.9286111,"Y","N","N","unexplained","square"
"1999-04-22T03:59:15.449Z","1999-04-21","08:42",46,1,"mostly cloudy","Tiana","Zieme","40.9572222",-73.9638889,"Y","N","N","explained","disk"
"1974-03-12T19:07:35.308Z","1974-03-06","19:18",91,1,"stormy","Lauretta","Krajcik","41.7297222",-93.6055556,"Y","N","N","explained","circle"
"1980-12-23T21:11:22.185Z","1980-12-21","19:38",89,1,"mostly cloudy","Ryan","Hayes","36.3100000",-96.4638889,"Y","N","N","explained","circle"
"2016-08-24T07:23:30.559Z","2016-08-23","23:10",72,1,"mostly cloudy","Gilbert","Wuckert","37.6658333",-77.5066667,"Y","N","N","explained","circle"
"2015-02-22T15:20:24.499Z","2015-02-21","05:00",98,1,"fog","London","Stark","40.5575000",-74.285,"Y","N","N","explained","disk"
"2012-04-04T00:01:14.482Z","2012-04-03","23:51",97,1,"snow","Cullen","Muller","42.9633333",-85.6680556,"Y","N","N","explained","circle"
"1970-07-31T21:15:51.341Z","1970-07-28","15:47",10,1,"stormy","Ima","Conn","29.7630556",-95.3630556,"Y","N","N","explained","disk"
"1997-01-05T17:33:00.078Z","1996-12-31","17:59",37,1,"fog","Frank","Kovacek","36.4516667",-103.1836111,"Y","N","N","explained","circle"
"2005-08-05T09:14:09.751Z","2005-08-05","08:02",79,1,"snow","Axel","Wuckert","52.355518",-1.17432,"Y","N","N","explained","disk"
"1991-07-03T16:39:57.559Z","1991-07-03","00:00",45,1,"stormy","Kareem","Kunze","42.9633333",-85.6680556,"Y","N","N","explained","disk"
"2007-03-29T08:33:59.345Z","2007-03-24","03:32",44,1,"clear","Pablo","Funk","34.46735",-114.37574,"Y","N","N","explained","circle"
"2000-02-19T11:39:43.862Z","2000-02-12","03:27",87,1,"clear","Amelia","Schulist","32.7947222",-116.9616667,"Y","Y","N","explained","disk"
"1970-10-13T10:36:59.363Z","1970-10-10","08:46",60,1,"partly cloudy","Angus","Kihn","36.0688889",-79.4008333,"Y","N","N","explained","circle"
"1997-11-02T07:48:10.744Z","1997-11-02","07:42",33,1,"snow","Jeremy","Leannon","37.3041667",-77.2875,"Y","N","N","explained","circle"
"1999-09-24T14:48:11.769Z","1999-09-24","08:23",4,1,"mostly cloudy","Elisa","Hessel","35.7452778",-81.685,"Y","N","N","explained","disk"
"1974-01-24T09:43:55.786Z","1974-01-19","05:29",14,1,"stormy","Keith","Rice","33.5091667",-111.8983333,"Y","N","N","explained","circle"
"1997-10-22T19:45:33.022Z","1997-10-20","01:50",96,1,"rain","Lori","Rath","14.058324",108.277199,"Y","Y","Y","explained","circle"
"2009-09-04T11:21:08.882Z","2009-08-31","21:08",35,1,"mostly cloudy","Jamir","Barton","47.8555556",-121.9697222,"Y","N","N","explained","circle"
"2007-11-04T10:04:06.364Z","2007-11-02","08:05",82,1,"snow","Francisca","Tillman","57.2",-5.966667,"Y","N","N","unexplained","square"
"2006-08-15T02:06:38.720Z","2006-08-14","19:10",89,1,"stormy","Nyah","Thiel","35.7697222",-91.6408333,"Y","Y","N","explained","disk"
"2004-09-06T04:06:28.538Z","2004-09-06","02:44",78,1,"rain","Mario","Fritsch","37.1305556",-121.6533333,"Y","N","N","explained","disk"
"2008-10-30T19:10:46.498Z","2008-10-25","18:21",66,1,"clear","Roberta","Kunze","43.2166667",-123.3405556,"Y","N","N","explained","disk"
